"Name","ActiveHomeListingCount","AggravatedAssault","AggravatedAssaultRate","AggregateHouseholdIncome","Area","AverageHomeListingPrice","BurglaryRate","CitySalesTaxRate","CrimeRate","Elevation","GiniIndex","HousePriceIndex","HousingUnits","Latitude","Longitude","MedianAge","NumberOfHomes","PerCapitaIncome","Population","UnemploymentRate"
"Coon Rapids",6996.,32,0.0005094,2008779500,22.61,524274.,0.0023719,"Missing[""NotAvailable""]",0.0223662,860.,0.3632,332.1,24328,45.1764113,-93.3114539,39.4,979442,33323,63599,2.6
"Apple Valley",6996.,17,0.00031030000000000006,2184891400,16.861,524274.,0.0010588000000000001,"Missing[""NotAvailable""]",0.020318000000000003,955.,0.3994,332.1,19976,44.7453021,-93.1993283,38.2,979442,42044,56374,2.
"Minnetonka",6996.,15,0.0002752,3130548500,26.927,524274.,0.0016698,0.,0.0147164,902.,0.4771,332.1,23065,44.9325818,-93.4565491,44.4,979442,59755,53781,2.
"Edina",6996.,17,0.00032030000000000003,3638450000,15.45,524274.,0.0026377,"Missing[""NotAvailable""]",0.0194061,922.,0.5372,332.1,21816,44.8911226,-93.3597516,44.2,979442,70511,53494,2.
"Saint Louis Park",6996.,50,0.0010094000000000001,2359755800,10.636,524274.,0.0026244000000000003,"Missing[""NotAvailable""]",0.029978800000000003,899.,0.4301,332.1,23256,44.9486807,-93.3650354,35.3,979442,49545,48821,2.2
"Moorhead",716.,42,0.0009620000000000001,1215070900,19.802,403716.,0.0030007000000000002,0.,0.0248529,906.,0.4273,315.04,16495,46.858719,-96.7424666,30.4,56879,28816,44505,1.9
"Mankato",138.,69,0.0016063000000000002,1076220100,17.906,369197.,0.0043301,0.5,0.0365964,830.,0.45,299.98,16414,44.1705727,-93.9795163,25.8,25590,26149,44488,2.3
"Shakopee",6996.,41,0.0009787,1406585200,28.006,524274.,0.0017903,0.,0.0197173,751.,0.3787,332.1,13694,44.7701461,-93.4748995,34.6,979442,35607,43698,2.2
"Maplewood",6996.,107,0.0025882,1319209800,16.977,524274.,0.0066762,"Missing[""NotAvailable""]",0.0541351,978.,0.4001,332.1,15086,45.0190146,-93.0310604,38.3,979442,33849,42088,3.
"Cottage Grove",6996.,8,0.0002131,1404274500,33.623,524274.,0.0013321000000000001,0.25,0.0164917,814.,0.3413,332.1,12162,44.8133209,-92.914324,36.8,979442,39028,38839,2.4
"Richfield",6996.,38,0.0010526,1284526000,6.865,524274.,0.0031302,"Missing[""NotAvailable""]",0.0255679,840.,0.412,332.1,15180,44.8744604,-93.2825287,35.7,979442,36635,36994,2.7
"Roseville",6996.,35,0.0009524000000000001,1357186800,13.004,524274.,0.0044082,"Missing[""NotAvailable""]",0.06114290000000001,958.,0.4202,332.1,15362,45.0154222,-93.1550111,40.9,979442,38662,36254,2.2
"Inver Grove Heights",6996.,46,0.0012897000000000002,1480167400,27.764,524274.,0.0025233000000000005,0.25,0.020410400000000002,879.,0.4466,332.1,14086,44.8236662,-93.0580605,39.7,979442,42572,35801,2.6
"Brooklyn Center",6996.,41,0.0013226,734367200,7.9555,524274.,0.0025484,"Missing[""NotAvailable""]",0.04293550000000001,853.,0.3974,332.1,10394,45.069204,-93.3146295,31.9,979442,24895,33782,3.4
"Andover",6996.,26,0.0008774,1374586500,33.877,524274.,0.003948200000000001,0.25,0.0270297,889.,0.3509,332.1,10850,45.2571091,-93.3351988,39.9,979442,43035,32601,2.3
"Savage",6996.,20,0.0006185,1422095600,15.634,524274.,0.0019483000000000002,0.,0.013576200000000002,722.,0.3845,332.1,10447,44.7572986,-93.3669709,35.8,979442,46378,32465,2.1
"Fridley",6996.,50,0.0017982,840291900,10.166,524274.,0.0037044000000000005,"Missing[""NotAvailable""]",0.0404244,860.,0.3933,332.1,10932,45.0842457,-93.2600499,35.5,979442,31576,29590,3.
"Oakdale",6996.,13,0.0004627000000000001,1008487100,10.945,524274.,0.0024914,"Missing[""NotAvailable""]",0.0268712,1.07e3,0.4041,332.1,11299,44.9875455,-92.963553,39.6,979442,36804,28303,2.4
"Chaska",6996.,10,0.00036840000000000006,1115955200,16.971,524274.,0.0009579000000000001,0.,0.009910500000000001,732.,0.4369,332.1,9857,44.8137113,-93.6094433,36.2,979442,42761,27810,2.2
"Ramsey",6996.,12,0.00043860000000000004,1005424500,28.812,524274.,0.0007676000000000001,"Missing[""NotAvailable""]",0.011331300000000002,879.,0.3424,332.1,9141,45.2626804,-93.4483887,35.8,979442,38492,27646,2.6
"Prior Lake",6996.,23,0.0008406,1288872400,15.439,524274.,0.0018274000000000003,0.,0.0235729,948.,0.4316,332.1,9640,44.7255938,-93.4408765,39.5,979442,49428,27617,2.2
"Shoreview",6996.,0,0.,1281612300,10.774,524274.,0.00030220000000000003,"Missing[""NotAvailable""]",0.0018130000000000002,948.,0.4117,332.1,11070,45.0846443,-93.1342813,45.4,979442,48830,26921,2.1
"Owatonna",54.,18,0.0006979000000000001,826413700,14.532,301081.,0.0012019,0.,0.0166718,1.15e3,0.4182,"Missing[""NotAvailable""]",10524,44.0925782,-93.2302409,38.5,11393,32725,26420,2.9
"Austin",79.,42,0.0016651,676223200,11.793,236183.,0.0031716000000000005,0.5,0.021447800000000003,1.21e3,0.4586,"Missing[""NotAvailable""]",9953,43.671683,-92.9736684,37.3,11382,27965,26174,2.8
"Winona",53.,14,0.000524,684150100,18.842,336519.,0.0019087000000000002,0.,0.025224600000000003,666.,0.458,"Missing[""NotAvailable""]",10509,44.0511422,-91.6710235,29.7,14012,27540,25948,2.4
"Chanhassen",6996.,9,0.00043400000000000003,1558317300,20.438,524274.,0.0022180000000000004,0.,0.014999000000000002,974.,0.444,332.1,9419,44.8542851,-93.5623836,39.8,979442,61198,25947,1.9
"Elk River",6996.,9,0.00035880000000000005,832107200,42.29,524274.,0.0014353,0.5,0.016666,896.,0.3486,332.1,8503,45.3322125,-93.5665277,36.3,979442,35001,25835,3.
"Rosemount",6996.,12,0.00048070000000000003,1049346000,33.217,524274.,0.0006811,0.,0.0066904,965.,0.3707,332.1,8563,44.7461081,-93.069765,37.2,979442,43680,25650,2.2
"White Bear Lake",6996.,15,0.000573,958450000,8.0171,524274.,0.0035529000000000003,"Missing[""NotAvailable""]",0.0246027,942.,0.4102,332.1,10664,45.0652135,-93.0128707,42.4,979442,38152,24883,2.7
"Faribault",136.,38,0.0015891000000000002,554295400,15.316,456107.,0.0041400000000000005,0.,0.022205500000000003,994.,0.4375,"Missing[""NotAvailable""]",8513,44.298583,-93.278938,37.9,17247,24459,24453,"Missing[""NotAvailable""]"
"Champlin",6996.,13,0.0005071,990783100,8.1675,524274.,0.0007802,0.,0.009986000000000002,853.,0.3686,332.1,9167,45.1725793,-93.3872502,39.6,979442,40614,23919,2.1
"Farmington",6996.,11,0.0004714,839070100,14.69,524274.,0.0010285000000000001,0.25,0.0080994,902.,0.353,332.1,7790,44.6566551,-93.1678643,33.7,979442,37333,23632,"Missing[""NotAvailable""]"
"New Brighton",6996.,21,0.0009107,845679000,6.4599,524274.,0.0020817,"Missing[""NotAvailable""]",0.0205135,879.,0.4247,332.1,8859,45.0648941,-93.209271,37.5,979442,38327,23454,"Missing[""NotAvailable""]"
"Crystal",6996.,26,0.0011215,750098500,5.7792,524274.,0.0021998,"Missing[""NotAvailable""]",0.028554200000000002,892.,0.3714,332.1,9245,45.03731,-93.3594778,37.3,979442,33773,23330,"Missing[""NotAvailable""]"
"Golden Valley",6996.,6,0.00027350000000000003,1218330700,10.195,524274.,0.0029634,"Missing[""NotAvailable""]",0.0219294,856.,0.4656,332.1,9596,44.9902334,-93.3587358,45.9,979442,57562,22552,"Missing[""NotAvailable""]"
"Hastings",6996.,27,0.0011856000000000002,777105900,10.241,524274.,0.0025468,0.25,0.0215158,725.,0.4037,332.1,9049,44.7317802,-92.8545118,39.8,979442,35199,22154,"Missing[""NotAvailable""]"
"New Hope",6996.,7,0.000331,659240900,5.0359,524274.,0.0030264000000000003,"Missing[""NotAvailable""]",0.0284201,932.,0.4391,332.1,8294,45.0365464,-93.3869413,39.4,979442,32814,21986,"Missing[""NotAvailable""]"
"Columbia Heights",6996.,25,0.0012117,556295500,3.4104,524274.,0.0024719,"Missing[""NotAvailable""]",0.0264637,922.,0.3847,332.1,8062,45.0491038,-93.2467493,36.6,979442,29184,21973,"Missing[""NotAvailable""]"
"Lino Lakes",6996.,12,0.0005473,909401300,28.22,524274.,0.000821,"Missing[""NotAvailable""]",0.0067959,886.,0.3489,332.1,6903,45.1678746,-93.0849556,39.6,979442,43510,21399,"Missing[""NotAvailable""]"
"Willmar",56.,49,0.0024893000000000003,464072200,14.153,479809.,0.0026925,0.,0.025553700000000002,1.14e3,0.4418,"Missing[""NotAvailable""]",7585,45.1226755,-95.055865,33.7,12442,24682,21015,"Missing[""NotAvailable""]"
"Northfield",136.,4,0.0001932,566539300,8.5625,456107.,0.000821,0.,0.00792,912.,0.4466,"Missing[""NotAvailable""]",6321,44.4556445,-93.1703111,27.2,17247,30649,20790,"Missing[""NotAvailable""]"
"Forest Lake",6996.,12,0.0005866000000000001,767292900,30.556,524274.,0.0033729000000000003,0.25,0.031969500000000005,912.,0.412,332.1,7588,45.276,-92.984725,39.1,979442,39085,20611,"Missing[""NotAvailable""]"
"Otsego",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",652151600,29.559,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",879.,0.3003,332.1,5669,45.2642856,-93.6207422,34.3,979442,39323,19966,"Missing[""NotAvailable""]"
"South Saint Paul",6996.,23,0.0011416,586610600,5.6468,524274.,0.0035239,0.,0.0261564,719.,0.3865,332.1,8053,44.8880271,-93.0404974,35.1,979442,29685,19916,"Missing[""NotAvailable""]"
"West Saint Paul",6996.,45,0.002285,613710300,4.9142,524274.,0.0051285,"Missing[""NotAvailable""]",0.0738804,1.03e3,0.4255,332.1,8475,44.9024142,-93.0853271,37.3,979442,31835,19813,"Missing[""NotAvailable""]"
"Stillwater",6996.,13,0.0006678000000000001,903600600,6.9637,524274.,0.0014383000000000002,0.25,0.008681300000000001,696.,0.4339,332.1,7491,45.0586057,-92.8304075,41.6,979442,47559,19394,"Missing[""NotAvailable""]"
"Sartell",286.,6,0.0003331000000000001,638298200,9.8005,379659.,0.0012768000000000002,0.,0.017319800000000003,1.03e3,0.4,312.5,6975,45.6180725,-94.2125868,33.7,52003,35911,19351,"Missing[""NotAvailable""]"
"Hopkins",6996.,18,0.0009608,690558000,4.0815,524274.,0.0025087000000000004,0.,0.0173472,1.03e3,0.4528,332.1,8886,44.9250559,-93.4047882,34.2,979442,38569,19079,"Missing[""NotAvailable""]"
"Albert Lea",54.,29,0.0016480000000000002,450087700,12.592,274918.,0.005739600000000001,0.5,0.030914399999999998,1.24e3,0.4028,"Missing[""NotAvailable""]",7752,43.6542926,-93.3641484,42.6,10042,25844,18492,"Missing[""NotAvailable""]"
"Saint Michael",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",635894300,32.729,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",965.,0.3093,332.1,5447,45.199238,-93.6895263,33.8,979442,36437,18437,"Missing[""NotAvailable""]"
"Anoka",6996.,32,0.0018191000000000001,555165000,6.696,524274.,0.0020465,0.25,0.020863000000000003,879.,0.4575,332.1,6959,45.2146745,-93.3892285,38.4,979442,33300,17921,"Missing[""NotAvailable""]"
"Red Wing",90.,30,0.0018284000000000002,519842700,34.598,377679.,0.004022400000000001,0.5,0.028278800000000003,741.,0.4299,"Missing[""NotAvailable""]",7222,44.5818701,-92.6002115,42.7,14712,31881,16547,"Missing[""NotAvailable""]"
"Ham Lake",6996.,18,0.0012287,771328900,34.393,524274.,0.0072355,"Missing[""NotAvailable""]",0.049488000000000004,899.,0.4342,332.1,5805,45.2547523,-93.1948783,43.6,979442,48191,16464,"Missing[""NotAvailable""]"
"Hibbing",499.,28,0.0017616,422862600,181.83,359005.,0.0011953,0.,0.0130229,1.49e3,0.4347,367.16,6755,47.3976696,-92.9468294,41.3,89813,26756,16214,"Missing[""NotAvailable""]"
"Buffalo",6996.,7,0.00042630000000000006,597261500,7.1651,524274.,0.0009744,0.,0.017295,928.,0.4676,332.1,6163,45.1788215,-93.8652212,36.5,979442,37285,16168,"Missing[""NotAvailable""]"
"Hugo",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",617787700,33.451,524274.,"Missing[""NotAvailable""]",0.25,"Missing[""NotAvailable""]",932.,0.3668,332.1,5512,45.1642249,-92.9601052,35.7,979442,42399,15766,"Missing[""NotAvailable""]"
"Robbinsdale",6996.,32,0.0021986,509522400,2.7907,524274.,0.0032291000000000004,"Missing[""NotAvailable""]",0.0331158,873.,0.4137,332.1,6288,45.0245179,-93.3306297,36.2,979442,36136,14646,"Missing[""NotAvailable""]"
"Hutchinson",55.,20,0.0014327000000000003,493087500,8.6033,315416.,0.0022923,0.5,0.019126,1.06e3,0.4531,"Missing[""NotAvailable""]",6215,44.885358,-94.3768758,38.9,11250,35834,14599,"Missing[""NotAvailable""]"
"Bemidji",95.,59,0.0037942000000000006,301358100,12.92,373831.,0.005852100000000001,0.5,0.08167200000000001,1.36e3,0.5067,"Missing[""NotAvailable""]",6139,47.4810989,-94.8819964,27.9,12128,21628,14574,"Missing[""NotAvailable""]"
"Monticello",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",384572800,8.9402,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",925.,0.3567,332.1,5092,45.2977133,-93.7979554,33.7,979442,28965,14455,"Missing[""NotAvailable""]"
"Brainerd",292.,42,0.0031229000000000005,305251500,11.905,577868.,0.0042382,0.5,0.038962000000000004,1.22e3,0.4724,"Missing[""NotAvailable""]",6018,46.3552689,-94.1983723,35.,31735,23714,14395,"Missing[""NotAvailable""]"
"Alexandria",67.,20,0.0014374000000000001,457593500,15.962,465830.,0.0018686000000000002,0.,0.0297542,1.4e3,0.4451,"Missing[""NotAvailable""]",6646,45.8742738,-95.3785874,37.5,12430,32468,14335,"Missing[""NotAvailable""]"
"North Mankato",138.,7,0.0005008,501144500,5.8665,369197.,0.0011447,"Missing[""NotAvailable""]",0.0098733,1.e3,0.4391,299.98,5827,44.1806731,-94.0368012,37.5,25590,36821,14275,"Missing[""NotAvailable""]"
"New Ulm",28.,6,0.00045440000000000004,424965500,9.9206,234941.,0.0009087000000000001,0.5,0.009390400000000002,899.,0.406,"Missing[""NotAvailable""]",5716,44.3117526,-94.4665988,40.4,8149,31924,14120,"Missing[""NotAvailable""]"
"Fergus Falls",143.,33,0.0023741,390917500,14.111,426443.,0.0043165,0.5,0.047482,1.18e3,0.4625,"Missing[""NotAvailable""]",6285,46.2850024,-96.0761448,42.9,19684,29683,14119,"Missing[""NotAvailable""]"
"Worthington",30.,19,0.0014255000000000003,277661000,7.3357,245344.,0.0023258000000000003,0.5,0.012079000000000001,1.59e3,0.4088,"Missing[""NotAvailable""]",4618,43.6291192,-95.5988578,32.1,5714,22259,13947,"Missing[""NotAvailable""]"
"Sauk Rapids",286.,12,0.0008562000000000001,392902500,6.1015,379659.,0.0021406000000000003,0.,0.021191600000000005,1.03e3,0.4082,312.5,5703,45.595208,-94.1546667,33.5,52003,29004,13862,"Missing[""NotAvailable""]"
"Marshall",39.,13,0.0009622000000000001,368929100,10.073,177965.,0.0022944000000000003,0.5,0.0134705,1.16e3,0.4752,"Missing[""NotAvailable""]",5211,44.4477105,-95.7887533,31.8,6909,27571,13628,"Missing[""NotAvailable""]"
"Rogers",6996.,6,0.00044720000000000003,587066900,8.0535,524274.,0.0009689000000000001,0.25,0.0175896,961.,0.3594,332.1,4283,45.1947463,-93.5602973,38.8,979442,45678,13295,"Missing[""NotAvailable""]"
"Mounds View",6996.,19,0.0014278000000000001,390828400,4.0259,524274.,0.0023296000000000002,"Missing[""NotAvailable""]",0.024799,912.,0.3924,332.1,4868,45.1067371,-93.2068339,34.8,979442,30806,13249,"Missing[""NotAvailable""]"
"Waconia",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",499504300,4.3414,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",1.01e3,0.3726,332.1,4323,44.8409286,-93.7945117,37.5,979442,41838,13033,"Missing[""NotAvailable""]"
"Vadnais Heights",6996.,2,0.0001498,560689700,6.9835,524274.,0.0001498,"Missing[""NotAvailable""]",0.0032954,906.,0.4282,332.1,5458,45.05537,-93.0723515,43.3,979442,42626,12912,"Missing[""NotAvailable""]"
"Cloquet",499.,8,0.0006662000000000001,317883500,35.202,359005.,0.0007494,0.5,0.023898700000000002,1.21e3,0.4034,367.16,4750,46.7250608,-92.5013445,35.6,89813,26453,12568,"Missing[""NotAvailable""]"
"North Saint Paul",6996.,7,0.0005558000000000001,377715300,2.8485,524274.,0.0028583000000000003,"Missing[""NotAvailable""]",0.026359600000000004,974.,0.3907,332.1,4808,45.0136279,-93.0006659,34.9,979442,31451,12416,"Missing[""NotAvailable""]"
"Saint Peter",138.,10,0.0008311000000000001,275120500,5.5896,369197.,0.0010805,0.,0.0119681,768.,0.4144,299.98,3913,44.328504,-93.9646136,31.3,25590,25714,12033,"Missing[""NotAvailable""]"
"East Bethel",6996.,13,0.0010897,447409100,44.802,524274.,0.0074602,"Missing[""NotAvailable""]",0.039061200000000004,909.,0.3188,332.1,4285,45.3532544,-93.2176989,40.1,979442,38505,11786,"Missing[""NotAvailable""]"
"Mendota Heights",6996.,11,0.0009672000000000001,734543900,9.1512,524274.,0.0028137,"Missing[""NotAvailable""]",0.0147718,912.,0.4471,332.1,4764,44.878933,-93.133929,51.2,979442,65568,11744,"Missing[""NotAvailable""]"
"White Bear township","Missing[""NotAvailable""]",1,0.0000859,517051200,10.849,"Missing[""NotAvailable""]",0.0006014000000000001,"Missing[""NotAvailable""]",0.0024914000000000004,1.43e3,0.3357,"Missing[""NotAvailable""]",4644,45.096111,-93.02,50.6,"Missing[""NotAvailable""]",44845,11718,"Missing[""NotAvailable""]"
"Big Lake",6996.,5,0.00044500000000000003,340640400,6.906,524274.,0.0006230000000000001,0.,0.00534,938.,0.3892,332.1,3560,45.3424221,-93.7430357,30.9,979442,32394,11686,"Missing[""NotAvailable""]"
"Lake Elmo",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",518952800,22.247,524274.,"Missing[""NotAvailable""]",0.25,"Missing[""NotAvailable""]",912.,0.4612,332.1,3158,44.9878262,-92.9095918,40.6,979442,58744,11335,"Missing[""NotAvailable""]"
"Grand Rapids","Missing[""NotAvailable""]",16,0.0014201,306156300,22.559,"Missing[""NotAvailable""]",0.0009763,0.,0.0169522,1.29e3,0.4619,"Missing[""NotAvailable""]",4907,47.237481,-93.5322026,41.3,"Missing[""NotAvailable""]",28202,11126,"Missing[""NotAvailable""]"
"Little Canada",6996.,3,0.00029010000000000006,377870500,3.8941,524274.,0.00048350000000000004,"Missing[""NotAvailable""]",0.0034813,912.,0.5093,332.1,4695,45.0230715,-93.0838812,44.4,979442,37132,10819,"Missing[""NotAvailable""]"
"North Branch",6996.,12,0.0011277000000000001,338738400,35.604,524274.,0.0027253,0.,0.017667500000000003,899.,0.3741,332.1,3775,45.5109385,-92.9442858,38.1,979442,33480,10787,"Missing[""NotAvailable""]"
"Victoria",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",528738900,8.0085,524274.,"Missing[""NotAvailable""]",0.,"Missing[""NotAvailable""]",988.,0.3506,332.1,3145,44.8638454,-93.6561862,39.5,979442,56668,10546,"Missing[""NotAvailable""]"
"Fairmont","Missing[""NotAvailable""]",15,0.0014966,296521000,15.044,"Missing[""NotAvailable""]",0.0038911000000000006,0.5,0.023745400000000003,1.18e3,0.4453,"Missing[""NotAvailable""]",4578,43.6448805,-94.4672654,44.,6484,29814,10487,"Missing[""NotAvailable""]"
"Hermantown",499.,5,0.0005118000000000001,347829700,34.348,359005.,0.0025589000000000002,"Missing[""NotAvailable""]",0.0641761,1.36e3,0.4427,367.16,3660,46.8066817,-92.2416059,41.5,89813,36708,10221,"Missing[""NotAvailable""]"
"Arden Hills",6996.,1,0.0001004,364094700,8.592,524274.,0.0008035,"Missing[""NotAvailable""]",0.0029128000000000005,938.,0.4248,332.1,3123,45.0711605,-93.1655039,35.9,979442,36989,9939,"Missing[""NotAvailable""]"
"Detroit Lakes","Missing[""NotAvailable""]",8,0.0008545000000000001,305562800,10.219,"Missing[""NotAvailable""]",0.0019227000000000003,0.5,0.030228600000000005,1.37e3,0.5202,"Missing[""NotAvailable""]",4075,46.8043729,-95.8417428,40.3,"Missing[""NotAvailable""]",33916,9869,"Missing[""NotAvailable""]"
"Cambridge",6996.,4,0.000444,229597900,7.4589,524274.,0.0021092,0.5,0.04074160000000001,961.,0.392,332.1,3426,45.5607446,-93.2276883,37.9,979442,27267,9611,"Missing[""NotAvailable""]"
"Mound",6996.,5,0.0005412,521440700,2.8545,524274.,0.0025977,0.,0.016931400000000003,942.,0.4702,332.1,4118,44.9319594,-93.6583021,43.5,979442,55312,9398,"Missing[""NotAvailable""]"
"Waseca","Missing[""NotAvailable""]",11,0.0012442000000000002,228098600,4.0032,"Missing[""NotAvailable""]",0.0016966000000000001,0.5,0.019681000000000004,1.15e3,0.4766,"Missing[""NotAvailable""]",3631,44.0822636,-93.4998284,39.2,"Missing[""NotAvailable""]",27059,9229,"Missing[""NotAvailable""]"
"East Grand Forks",239.,9,0.0010469000000000001,255348500,5.909,294655.,0.0019774000000000003,0.,0.012911500000000001,833.,0.449,299.03,3558,47.9283075,-97.013757,34.5,23975,30073,9176,"Missing[""NotAvailable""]"
"Little Falls","Missing[""NotAvailable""]",7,0.0008075000000000001,235048900,7.2364,"Missing[""NotAvailable""]",0.0026531000000000002,0.,0.0237629,1.11e3,0.4969,"Missing[""NotAvailable""]",3740,45.9821033,-94.3601267,41.2,"Missing[""NotAvailable""]",28112,9140,"Missing[""NotAvailable""]"
"Saint Anthony",6996.,3,0.00032710000000000004,364752700,2.2358,524274.,0.0033799000000000004,"Missing[""NotAvailable""]",0.022459600000000003,922.,0.4245,332.1,3946,45.0303318,-93.2154174,42.2,979442,41242,9013,"Missing[""NotAvailable""]"
"Oak Grove",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",355935600,33.849,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",896.,0.3416,332.1,2987,45.3421164,-93.3219365,40.9,979442,41968,8929,"Missing[""NotAvailable""]"
"Thief River Falls","Missing[""NotAvailable""]",2,0.00022660000000000003,252162200,5.0216,"Missing[""NotAvailable""]",0.0026062000000000004,0.,0.015637400000000003,1.13e3,0.4094,"Missing[""NotAvailable""]",4050,48.1140991,-96.1758089,39.1,"Missing[""NotAvailable""]",29477,8749,"Missing[""NotAvailable""]"
"Baxter",292.,7,0.0008332,258988100,18.39,577868.,0.0015474000000000002,0.5,0.03737650000000001,1.21e3,0.3752,"Missing[""NotAvailable""]",3215,46.3373914,-94.2828451,40.4,31735,32077,8612,"Missing[""NotAvailable""]"
"Virginia",499.,31,0.0036914,228573400,18.85,359005.,0.0060729,1.,0.042391,1.44e3,0.4866,367.16,4305,47.5140103,-92.519133,44.3,89813,27663,8421,"Missing[""NotAvailable""]"
"Waite Park",286.,26,0.0033488000000000003,186613400,8.9047,379659.,0.0050232,0.,0.0871973,1.07e3,0.4139,312.5,3499,45.550378,-94.224291,31.1,52003,24645,8341,"Missing[""NotAvailable""]"
"Orono",6996.,3,0.00025,857652000,15.982,524274.,0.0026662,"Missing[""NotAvailable""]",0.0114981,971.,0.5569,332.1,3089,44.9609795,-93.5877275,48.2,979442,106162,8315,"Missing[""NotAvailable""]"
"Minnetrista",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",578963200,25.82,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",945.,0.3905,332.1,2596,44.9383661,-93.711963,44.4,979442,75709,8262,"Missing[""NotAvailable""]"
"New Prague",6996.,4,0.0004804,259908700,3.8059,524274.,0.0014413000000000002,0.,0.0092481,988.,0.3998,332.1,2882,44.5459609,-93.5757406,35.,979442,33837,8162,"Missing[""NotAvailable""]"
"Mahtomedi",6996.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]",482322100,3.4877,524274.,"Missing[""NotAvailable""]","Missing[""NotAvailable""]","Missing[""NotAvailable""]",994.,0.5119,332.1,3141,45.0695805,-92.960165,46.3,979442,59570,8138,"Missing[""NotAvailable""]"
"Saint Francis",6996.,16,0.0020212000000000003,227289200,23.534,524274.,0.0015159000000000001,0.25,0.0144012,919.,0.323,332.1,2566,45.395882,-93.3858459,33.5,979442,30659,8065,"Missing[""NotAvailable""]"
