Yr cohort reaches HS graduation,Non-metropolitan portions of states or combined states,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Metropolitan statistical areas,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AL,AK HI,AZ,AR,CA,CO WY,DE MD VA WV,FL,GA,ID MT,IL,IN,IA,KS NE ND SD,KY,LA,ME NH VT,MA RI CT,MI,MN,MS,MO,NV,NM,NY,NC,OH,OK,OR WA,PA NJ,SC,TN,TX,UT,WI,Atlanta,Boston,Charlotte,Chicago,Cincinnati,Cleveland,Dallas,Denver,Detroit,Houston,Kansas City,Los Angeles,Miami,Minneapolis-St. Paul,New York City,Orlando,Philadelphia,Phoenix,Pittsburgh,Portland,Sacramento,San Antonio,San Diego,San Fran,Seattle,St. Louis,Tampa,DC
Age 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend post-secondary institution the fall after high school graduation and either complete a degree or still enrolled somewhere as of February 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,26041.46,13214.45,11208.44,17513.83,122272.1,15819.95,58961.69,50135.96,23787.49,20402.94,17332.19,36030.1,23683.51,37587.8,20499.67,20869.75,9256.084,35167.24,32679,12005.6,13923.83,14493.8,20895.18,10289.99,35397.88,46886.8,43357.3,22068.6,48374.82,50126.55,24943.01,36490.2,82565.55,29169.07,32207.2,38490.47,42308.64,18359.8,54269.91,13929.17,12079.92,52388.79,22384.48,27455.05,60573.73,12904.59,62243.36,39376.72,25961.54,123286.1,17336.21,40155.92,34761.2,14688.41,4102.182,16898.72,21652.13,18340.39,31612.16,28730.11,17241.15,18213.87,47121.63
2034,27614.12,13982.6,10916.65,17950.04,113602.1,16454.14,57558.77,54218.87,23748.02,20041.61,18017.42,41731.04,21528.16,37832.66,20651.35,21733.51,10686.52,41471.31,33798.29,13121.85,13971.12,14909.74,20344.46,10415.01,35557.2,47289,45954.05,21122.43,50683.38,54864.03,23331.86,38021.33,71206.23,29949.13,33869.47,41602.23,38270.37,22301.63,59622.21,14781.74,11299.87,51043.37,22338.31,28159.33,53266.28,13694.85,76979.45,37401.18,25504.25,138918.6,16372.16,41796.53,36852.93,13017.27,1951.219,16063.69,19569.12,18515.78,29264.52,29508.83,19146.41,18061.59,49130.13
2033,27311.09,11636.57,11371.93,17433.07,120620.3,15862.2,62283.35,52354.68,24826.38,20135.48,17430.06,40491.69,20922.29,36793.34,21912.59,23925.28,12310.27,41169.48,34412.91,13822.14,14427.59,16163.96,20929.87,9751.373,37854.93,47974.6,41600.84,22417.48,53085.58,48583.48,24787.59,37810.71,74232.44,26693,33218.45,40625.69,37145.85,19897.64,57379.02,14222.81,11006.1,55899.3,22700.86,28681.29,57814.39,13291.71,75301.04,38482.68,30610.34,143877.9,16740.32,44069.33,36681.67,10553.4,2871.762,16344.76,19820.51,19033.04,27032.31,25464.51,16492.96,18639.24,46087.27
2032,28879.51,12216.42,12744.94,18893.12,117692.5,18048.64,63320.66,51769.23,24436.05,21408.21,18449.87,41160.13,19967.3,39009.35,22687.54,26081.68,13143.63,39201.01,33065.03,13917.37,15202.78,14449.24,20674.75,12980.39,39209.71,50621.29,46903.27,20703.13,54042.53,54432.28,23293.38,38197.36,75313.85,28009.39,33387.09,41568.62,34982.64,21070.31,63349.8,16083.44,10796.33,58834.63,22040.58,26926.27,56543.85,16016.64,78599.15,37569.51,27192.55,146680.7,18042.1,47176.74,37629.73,12922.39,2830.165,17625.3,20583.48,21471.04,32053.83,30454.15,19049.23,20065.98,47610.02
2031,28321.89,12148.96,11786.2,17570.27,116702.1,17620.55,63618.93,48049.25,24257.66,21090.73,16744.45,36779.23,22067.53,37662.54,23266.71,26848.37,10793.93,42004.72,35997.13,13415.23,16859.06,16332.09,20661.68,11316.25,36656.66,45945.04,49692.53,22800.88,52789.2,52453.95,24526.51,37262.74,77278.35,28751.92,34345.82,40743.45,38281.03,19700.18,59126.21,15926.49,13255.36,56123.54,21112.01,27062.68,52200.56,15680.92,78245.79,36776.91,26622.93,150880.6,16411.79,42093.43,37643.84,13443,2589.26,18382.5,19589.09,24323.72,29662.46,27264.73,18443.22,18042.61,50589.11
2030,27826.53,12563.39,9898.866,19072.46,109770.7,16406.73,60619.13,48978.63,22853.2,18851.01,16654.57,40323.48,19930.58,38931.76,21324.79,21223.25,12853.18,39911.56,36121.73,13772.56,13621.39,16005.91,18687.26,10691.88,37027.82,51042.63,43583.75,21921.49,47563.27,51631.59,22361.01,35213.21,69517.36,24523.2,38706.68,39021.09,38618.5,19465.72,57939.16,13997.36,10639.94,51289.83,21474.03,25762.22,49049.61,15515.01,71817.73,34212.79,28122.37,132681.2,17414.21,41779.98,31520.54,12801.77,3277.648,16105.93,21142.84,17241.84,29316.58,30470.65,16138.46,18057.12,46888.07
2029,26651.91,10419.58,11680.38,17631.97,110147.3,16732.01,63020.56,48784.22,24887,19630.66,17887.09,41644.64,20361.36,36731.06,18470.01,23106.43,10915.74,42478.08,33065.28,13663.38,16594.24,15575.68,19474.52,11559.31,38866.8,44174.01,45458.2,22181.9,50685.39,52946.83,25406.7,37057.77,72063.83,26254.84,32876.16,39704.43,32969.21,19828.91,59531.13,14474.41,11049.36,54102.02,22279.88,25654.95,49006.88,14035.52,72164.68,35298.36,28967.79,139630.1,17276.77,44687.07,31861.3,11710.09,2492.444,18272.61,19775.81,19271.2,28274.85,29441.4,16082.63,17657.09,47200.81
2028,27116,12485.05,10424.46,18216.93,114327.7,17377.82,66092.91,49232.24,23198.7,19682.37,18653.93,41535.79,22397.61,38875.43,22257.45,23567.1,10665.54,42990.52,37562.15,13398.21,16081.29,15021.11,19613.13,11660.67,38170.82,50751.02,45454.67,20677.93,53291.84,52348.88,24892.01,36174.43,74429.83,27974.86,36130.49,39507.43,33348.71,18327.6,62838.77,13912.9,10016.19,52382.93,20677.07,24776.99,53937.01,14994.05,75784.88,37520.29,27500.92,139644.1,16105.45,46189.89,33486.82,11808.71,2254.069,17447.17,18714.59,19239.42,29962.96,26879,18623.18,18850.87,47334.76
2027,27681.54,14045.81,11383.27,19414.67,114725.5,17740.28,63896.77,53298.72,25377.28,19859.96,19766.02,40327.77,20669.28,39870.91,22780.95,24878.31,11068.49,44999.58,37416.98,13117.77,14736.16,17552.14,19489.21,10818.57,38326.13,49193.83,49632.89,24161.6,52628.97,55236.16,26216.3,38962.11,76790.08,26400.54,38668.66,40966.88,37502.66,20690.94,58120.61,16891.57,11675.42,58695.3,21252.77,27320.81,52119.03,16178.88,76941.22,36446.11,27126.94,143664.2,17208.12,47049.28,34281.08,12776.38,2784.468,18337.58,18870.99,17674.29,29781.63,27096.35,17519.1,18919.07,45391.11
2026,30269.3,12585.91,12647.46,19399.5,123710.7,19362.38,65661.11,51410.46,27058.31,19941.53,19985.78,40170.38,24664.88,42085.25,22294.63,27757.84,13134.3,45172.31,36891.57,14147.44,16690.41,16180.26,20584.72,10823.6,38884.52,49215.24,52315.76,23696.61,50787.46,52639.8,27218.56,40932.25,78950.8,27890.8,35616.29,42062.27,37283.59,19954.85,66752.13,17499.71,12113.56,60130.82,21926.71,28925.64,52859.38,15592.07,82777.96,36797.22,28351.67,153461.4,19453.38,50597.66,34702.11,13613.4,3451.692,17102.8,19080.73,17931.2,31998.04,27060.78,20142.05,18320.13,47137.48
2025,29210.37,13337.46,12162.89,19464.82,124124.1,18341.1,71481.39,52471.5,28170.98,20979.54,20462.88,43919.4,23272.53,40984.9,22829.54,26876.54,12252.92,47372,39084.47,14863.69,18868.56,17902.47,20562.9,12420.69,38367.27,52877.01,50592.05,23242.08,55271.13,54899.53,26222.93,39603.87,82553.03,27175.62,38046.71,42018.77,39288.98,21766.9,69033.68,17906.36,11970,60604.93,21978.71,26753.71,54899.56,15572.03,82358.4,38934.38,28439.52,159526.8,20055.71,49699.5,37457.69,15217.42,3573.768,19397.93,19140.78,22045.65,32304.18,27330.59,17749.88,19172.24,50024.2
2024,30761.53,11991.79,11868.02,18727.37,122303.5,20148.36,60659.91,52806.09,26874.7,19024.86,20343.94,39263.14,23046.93,37259.84,23076.83,26104.07,14154.51,47629.5,36138.8,12641.3,18041.09,15433.14,18981.99,12905.56,36947.84,50961.83,51577.14,25175.21,52222.26,55841.67,25637.07,38896.28,80282.86,28323.93,38994.21,44688.63,38733.18,20747.98,70309.44,15126.11,13852.42,55546.52,21911.81,29553.53,50571.6,15113.61,80916.74,38126.92,26052.44,150505.4,14321.12,51854.32,34490.76,15578.58,3422.203,18574.1,18324.02,19075.73,29982.85,26997.23,17841.87,18456.96,47034.11
2023,29817.46,14386.44,11699.02,16587.44,116440.7,18124.93,67683.68,48924.54,24396.42,21385.29,19938.77,42783.68,24122.78,39737.09,24958.18,25824.94,14546.35,49931.84,34916.57,13311.15,15597.75,16781.72,16996.32,11111.7,42658,51597.02,51999.12,21422.72,47977.57,54203.93,29894.47,39307.98,80093.34,26496.26,39056.1,44307.7,32390.84,21940.32,66205.41,15095.57,13005.48,63214.8,22607.04,31853.66,54690.93,16966.4,79202.08,41005.04,28999.99,157238.7,18473.45,46964.6,36179.65,13635.54,3150.256,16697.38,19419.5,21243.53,31741.09,27860.99,19345.79,18476.24,47331.32
2022,27353.81,13485.75,12037.59,19114.06,117023.7,17880.73,66127.32,49726.58,27412.67,19705.13,20244.98,44829.71,20110.01,38951.82,19484.63,27870.48,13046.27,49457.39,40513.27,13362.2,17950.52,17501.54,17119.72,11662.71,40304.5,50396.01,51971.76,21925.03,49050.08,53261.36,26060.1,36295.47,74970.21,25111.98,35223.04,42167.48,37788.45,18939.09,67953.33,15965.87,12764.82,56185.29,21269.16,30623.09,52694.22,16700.2,86194.1,38569.97,27583.68,152640.8,16335.34,51588.43,32722.79,14549.46,3676.396,17633.84,17826.22,22459.62,32900.07,25778.15,21604.71,18577.46,48368.54
2021,28385.09,11647.58,11706.68,17801.94,112535.7,18595.52,66371.08,47857.45,29524.86,19683.82,23056,43522.34,21885.06,40198.17,22140.75,25088.76,13388.32,47577.04,38905.37,12993.06,16238.26,16546.71,17562.45,9748.14,44613.31,50902.96,52975.11,24785.63,52035.51,57439.32,25305.46,41149.51,77057.41,27080.39,37804.2,45048.69,40987.06,19611.46,64272.67,14450.76,13750.92,56212.5,23466.74,30727.9,55904.07,16212.76,80885.54,35880.41,26908.34,149675.6,20180.48,49076.54,31328.28,16028.7,3700.511,16388.31,18232.76,20926.07,29323.38,22991.52,20472.86,17590.5,47374.09
2020,29539.19,13092.09,12037.77,18843.64,109403.4,17804.27,69215.44,47909.4,26923.91,16818.86,20628.34,42965.04,22051.43,36283.36,22614.6,24744.64,14025.1,51075.02,37458.99,15329.9,15709.84,17139.81,17077.88,11549.28,42838.36,49966.3,50230.11,23791.51,48326.8,56256.93,26161.05,36792.07,74390.73,25823.29,39823.88,45763.51,37617.78,18011.83,63612.33,15470.13,13163.05,54693.5,20687.21,29799.2,47722.08,16302.63,83266.66,37177.68,28988.69,146888.4,16808.28,46501.71,31155.19,13450.46,3273.831,18210.35,18362.67,20441.26,30236.4,23564.26,18522.83,17333.91,42850.74
2019,26632.2,12678.03,11579.22,16907.04,113526.5,19427.42,69015.88,50193.4,25840.11,20213.54,20729.72,42147.3,22224.26,38313.72,21865.18,27350.03,15224.32,50368.85,41910.46,12199,17979.14,14649.16,16894.21,12051.19,43471.8,52513.15,53047.91,22409.1,50578.73,51088.11,27178.92,36736.82,74985.72,27275.18,36747.84,43993.64,39251.04,21516.49,72438.55,16970.34,14133.79,57371.68,22570.36,33497.27,53531.82,16541.23,87265.12,37721.52,27487.02,156234.5,17690.36,47665.44,33446.35,18160.85,3893.006,17189.81,16951.93,21034,31913.91,25119.21,22694.24,19030.44,49743.95
2018,30546.41,11873.79,11294.72,18623.47,111105.7,18533.47,65699.27,48558.91,27345.13,19080.95,23969.05,41968.06,21766.31,39182.95,23219.5,27827.84,12767.01,50476.98,36647.79,14074.38,15643.73,18198.02,17462.3,9922.013,47166.83,50388.32,55267.34,24087.82,48936.18,56902.29,26621.27,40331.97,79730.64,23855.78,38216.36,43445.79,38774.39,18614.59,71276.97,17714.84,13978.83,54009.33,18809.97,29582.33,49700.39,16563.77,88105.73,35840.53,30523.96,152329.4,16309.07,51996.82,29870.59,15638.91,3418.274,15462.25,15898.96,21410.27,29997.91,26805.88,17550.74,18571.66,43557.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend two-year post-secondary institution the fall after high school graduation and either complete a degree at that institution or still enrolled at that institution as of February 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,4493.146,2465.118,2477.893,3543.383,31795.03,2989.021,7560.114,7102.371,3573.98,4424.469,2558.385,5779.252,4141.476,7630.317,3561.729,3968.129,1736.816,6040.915,4945.587,2162.257,2782.386,3043.804,4609.647,2415.917,5657.658,6680.814,6769.83,4680.091,12089.71,8011.632,3321.596,5912.429,15608.09,5495.84,4974.827,5852.886,4878.508,2754.219,7045.462,2211.879,1636.359,9046.499,4106.765,3890.43,9869.123,2566.739,15302.51,4495.231,4002.317,15079.07,2522.152,5587.819,7501.866,1914.701,519.8405,4089.773,4456.912,3692.386,5034.841,5241.039,2854.831,2890.75,6209.067
2034,4474.97,2573.59,2553.086,3638.814,32236.92,3022.293,7468.508,7474.247,3506.89,4154.017,2846.173,6566.43,4158.789,7449.675,3602.77,4359.711,1944.513,6565.5,5274.989,2454.765,2574.709,3141.795,4566.553,2551.153,5887.282,6672.48,7033.296,4616.451,13233.72,8994.111,3114.336,6287.282,15314.92,5685.354,5479.119,5918.705,4875.805,3055.332,8121.296,2353.482,1650.18,8934.054,4151.998,3836.147,9707.547,2548.022,17344.49,4724.139,3940.813,16566.83,2472.752,5680.463,7813.534,1845.25,317.2256,3992.196,4392.628,4286.159,5048.15,5598.692,3034.698,2883.784,6006.065
2033,4413.014,2588.88,2697.401,3524.304,36590.46,3016.596,8177.382,7427.671,3605.397,4304.989,2866.089,6700.015,4063.715,7443.775,3869.677,4687.238,2270.703,6566.204,5513.706,2589.939,2603.582,3264.713,4827.721,2547.512,6068.872,6522.044,6516.977,4473.94,14190.13,8299.385,3319,6459.171,15626.14,5623.754,5168.485,5625.638,4469.149,2781.381,7778.591,2244.218,1509.494,9419.222,4158.992,4043.64,10463.15,2470.988,18068.95,4591.801,4226.475,17075.52,2443.414,6142.807,7781.472,1534.977,528.4341,4053.074,4540.835,4146.411,4836.613,4974.147,2835.839,2894.163,6063.114
2032,4912.406,2505.081,3068.069,3860.203,34269.19,3416.479,8078.728,7236.081,3571.477,4577.385,2978.921,6742.01,3769.302,8056.324,3994.045,5197.824,2300.899,6904.785,5373.838,2773.171,2797.421,3009.082,4709.314,2786.072,6474.988,6798.797,7321.157,4163.515,14317.48,8986.568,3166.666,6591.647,16342.38,5522.995,5118.552,5718.093,4468.176,2907.453,8297.283,2254.425,1440.094,9698.831,4055.628,3761.042,9622.052,2932.523,18555.01,4486.771,3939.621,18631.52,2532.146,6297.297,8126.665,1801.765,524.457,4156.256,4688.008,4640.081,5727.507,5955.952,2801.601,2842.976,5773.948
2031,4703.22,2484.951,2716.063,3740.514,35246.58,3365.584,7930.496,6888.13,3627.54,4423.772,2833.241,6187.425,4163.992,7722.788,4222.352,5253.36,1958.658,6825.009,5558.293,2658.302,3102.873,3585.111,4673.547,2522.589,6194.792,6288.824,7362.981,4680.641,15143.22,9105.475,3269.835,6300.847,16965.38,5808.249,5292.769,5589.635,4548.476,2729.986,7646.564,2328.563,1776.723,9600.75,3848.64,3881.641,9240.156,2864.719,18966.67,4414.71,4049.632,18193.36,2320.493,5728.014,8078.166,1858.179,513.0115,4767.474,4784.336,5084.005,5427.043,5642.025,3308.796,2674.833,5947.039
2030,4796.504,2846.656,2381.031,4119.716,36031.46,3169.867,7453.256,6887.551,3346.514,4004.296,2753.785,6558.773,3954.491,8067.723,3731.871,4072.497,2480.046,6566.991,5668.049,2864.803,2491.036,3494.595,4586.166,2677.417,6125.612,6628.99,6642.637,4860.445,13607.38,8699.156,3066.957,5842.529,14991.48,4787.828,5683.738,4920.262,4722.818,2516.515,7484.371,1951.696,1500.664,8699.02,3906.01,3321.806,8922.304,2709.398,17841.85,3990.373,4340.647,16239.04,2179.239,5514.008,6646.957,1748.601,631.329,4149.527,4418.524,3683.853,5323.223,6294.874,2699.191,2455.656,5204.658
2029,4655.147,2419.567,2809.805,3905.5,35448.1,3276.241,7705.817,6587.127,3491.016,4136.752,2926.574,6727.179,4193.467,7629.751,3335.584,4729.27,1915.411,6888.07,5246.581,2819.885,3118.268,3347.927,4320.305,2853.914,6619.241,6106.856,7101.842,4464.342,14560.69,8982.99,3166.196,6188.914,16016.22,5126.391,4935.022,5080.94,4057.271,2523.948,7835.951,2035.999,1541.874,9258.406,3770.623,3397.117,8784.974,2482.922,18207.34,4110.092,4400.624,16703.87,2234.113,6016.4,6629.094,1557.299,493.7661,4532.925,4400.689,4434.894,4968.357,6101.11,2659.472,2498.627,5093.547
2028,4620.498,2595.754,2637.673,3816.952,36785.6,3458.331,7962.673,6688.327,3342.402,4357.03,2976.879,6636.322,4334.421,7940.256,3946.086,4820.42,1957.905,7115.697,6189.524,2727.654,2956.097,3221.866,4676.014,3348.628,6700.856,6789.82,7121.86,4413.119,15760.07,9111.896,3319.262,6220.731,16998.61,5547.866,5602.635,4757.847,4017.954,2504.551,7968.191,1884.026,1399.23,8769.65,3604.197,3334.719,9808.182,2523.601,19182.51,3995.765,3864.28,16929.63,2084.406,5795.044,7021.641,1546.536,415.8884,4225.537,4341.679,4275.229,5544.874,5466.913,2854.932,2495.049,4800.832
2027,4716.729,3244.61,2882.142,4136.683,38813.19,3552.556,8047.844,7152.814,3635.481,4218.131,3179.833,6833.529,4523.186,8045.073,4069.872,5072.418,2059.571,7035.831,5873.284,2889.825,2959.208,3878.739,4740.219,2715.933,6660.143,6626.929,7790.952,5115.809,16330.31,9830.147,3358.554,6688.471,17470.64,5430.521,6118.585,5063.499,4319.01,2504.295,7333.694,2336.857,1498.837,9851.55,3839.116,3422.239,9461.427,2676.172,19821.94,4111.551,4265.557,17404.44,2043.37,6001.511,7190.709,1597.65,490.2257,4814.304,4221.784,4013.573,5830.96,5629.151,2788.871,2451.481,4683.06
2026,5194.297,3209.831,3139.433,4224.097,42422.35,4167.127,8090.584,7503.939,4008.271,4178.525,3286.036,6860.605,4994.693,8761.46,3935.28,6028.638,2731.293,7533.528,6012.933,2937.598,3324.611,3619.589,4811.49,2693.779,6773.777,6839.002,8308.47,5274.853,15621.96,9632.368,3623.31,7164.324,18264.65,5601.291,5431.98,4669.492,4420.285,2411.503,8700.897,2338.845,1680.359,10143.76,3841.533,3652.351,9407.783,2882.764,22368.64,3962.661,4148.202,18439.32,2335.676,6565.949,7404.249,1817.213,676.1788,4493.018,4383.7,4485.208,5966.127,5763.136,3259.911,2428.511,5059.874
2025,5184.913,3563.945,3089.316,4115.564,43942.76,3784.536,8662.42,7021.256,3885.981,4696.015,3458.122,7375.451,4761.031,9016.988,4059.953,5443.973,2159.373,8433.229,6468.666,3360.87,3688.105,4138.438,5233.355,3320.536,7071.234,6916.185,7769.878,5051.466,17414.05,10606.65,3509.953,6911.998,19712.65,5544.455,5995.482,4856.626,4359.725,2515.457,9093.221,2234.859,1576.182,10154.65,3934.423,3427.202,9812.125,2498.922,22965.64,4050.748,3949.8,19828.93,2249.582,6392.904,8017.915,1982.136,725.5104,4945.915,4211.855,5171.592,6186.429,5915.947,2994.99,2392.046,5051.193
2024,5068.81,2996.656,3088.178,4320.679,44291.55,4197.143,7430.127,7611.452,3617.843,4226.427,3414.623,6718.932,4945.854,8326.039,4099.676,5413.792,2950.493,8475.813,5779.074,2682.847,3446.978,3531.696,4992.134,3369.007,6685.877,7133.381,7991.461,5513.775,17620.73,10356.31,3560.511,6949.035,19616.2,5350.252,6107.919,4917.076,4370.834,2430.991,8980.91,2028.663,1702.573,9681.536,3818.31,3663.785,9013.643,2466.651,22195.83,3989.713,3769.526,18563.99,1872.102,6837.035,7090.252,2025.721,618.7897,4564.463,4010.935,4780.106,5919.694,5795.84,2919.104,2242.329,4436.895
2023,5096.756,3503.884,2894.131,3564.674,43483.67,3946.071,8476.724,6777.119,3615.283,4899.489,3476.904,6868.63,4855.993,8742.722,4444.818,5616.451,3175.588,8916.014,5554.151,3197.781,2906.151,3756.461,4052.792,3079.69,7853.05,7091.526,8111.234,4765.013,15673.12,10279.09,3922.141,6747.035,18935.59,5478.028,5917.258,4590.526,3598.58,2358.845,8390.586,1982.797,1608.651,10483.7,3662.896,3709.589,9566.029,2888.561,22581.11,4298.737,4212.095,20497.01,1933.667,6168.924,7411.297,1786.122,629.8735,4378.62,4326.215,5149.013,5798.799,6037.962,3027.415,2182.569,4698.304
2022,4736.756,3535.663,3228.783,4479.375,44072.09,3842.254,8189.348,7007.233,3790.117,4266.979,3417.067,7150.271,4595.968,8502.003,3565.016,6002.168,2350.362,8750.775,6342.525,2893.021,3333.086,4209.175,4775.439,3186.533,7339.188,6959.172,8377.675,4888.262,16743.68,10149.46,3229.398,6377.043,18897.79,5123.558,5919.809,4401.219,4378.166,2035.114,8740.339,1993.943,1553.545,9850.266,3514.023,3636.293,9123.399,2726.035,23264.51,4178.631,4186.831,19213.91,1902.921,6458.524,6377.138,1861.084,802.2433,4384.68,3893.929,5761.388,6417.837,5369.302,3406.636,2137.434,4229.189
2021,4733.6,3411.849,2917.871,4010.528,44669.34,3936.111,8372.422,6738.965,4246.843,4421.652,3941.16,7478.424,4674.548,8621.865,3810.196,5847.101,2759.15,8578.541,6528.071,2903.395,3308.806,3886.714,4770.921,2782.365,8475.413,6792.08,8444.91,5447.295,17774.07,10943.02,3328.218,7280.438,19647.91,5611.91,6016.063,4455.69,4580.602,2163.508,7913.681,1743.789,1737.565,9568.634,3827.875,3886.776,9807.977,2397.674,22770.72,3792.873,3818.226,18736.01,2145.692,6696.282,6417.287,2088.921,677.955,4088.219,4174.538,5578.367,5588.968,4934.063,3349.989,2218.612,4196.586
2020,4953.74,3570.707,3236.57,4607.417,43059.05,3926.773,8663.822,6473.115,4073.029,4142.229,3371.604,6952.284,4825.817,7939.035,4097.491,5215.052,3079.849,10016.13,5862.487,3411.907,3158.252,4044.426,4346.229,3188.928,8245.746,6816.374,8324.475,5231.442,17333.5,10987.3,3353.602,6615.12,19514.79,5299.434,6522.012,4371.121,4221.956,1903.198,8034.409,1787.769,1468.518,9009.016,3306.905,3337.473,8532.026,2566.831,24241.24,3638.594,4222.837,18531.53,1620.671,5659.326,5796.515,1779.797,630.3565,4503.038,3861.475,4884.144,6237.735,5420.727,2852.751,1879.371,3776.753
2019,4627.611,3624.515,3031.745,3821.963,47544.24,4428.056,8371.149,7036.848,3783.606,4649.224,3419.005,6803.3,4831.422,9091.725,3734.368,5775.627,3149.507,9029.682,6914.31,2846.541,3515.442,3388.967,4651.835,3529.978,8142.063,7057.635,8736.403,4979.431,17746.27,10515.99,3509.484,6449.785,19399.63,5570.501,5896.051,4165.007,4230.653,2039.66,8705.696,1853.881,1612.408,9499.895,3453.091,3789.865,9125.615,2592.242,25390.71,3692.883,3748.334,20071.71,1831.882,5733.753,6578.896,2214.723,777.5091,4241.637,3558.68,5910.803,6328.007,5225.524,3484.593,1947.775,3804.502
2018,5204.241,3225.72,3077.973,4208.817,46338.68,4011.441,7831.474,6620.342,3964.466,4065.749,4320.345,7093.247,4687.706,8258.397,4056.086,6022.599,2584.577,9651.445,6070.215,3099.42,2897.09,4159.466,4203.277,2977.673,9248.044,7208.388,9021.334,5078.358,17955.4,11746.24,3452.678,6966.552,19911.72,4916.042,5885.576,4068.346,4349.917,1803.049,8515.939,1840.68,1676.033,8424.041,2987.419,3524.125,8509.751,2479.515,25340.46,3700.447,3890.343,19223.08,1529.262,6329.95,5716.114,2031.617,810.8961,4097.593,3516.608,5509.543,6152.56,5786.241,2492.882,1952.059,3421.351
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Attend two-year post-secondary institution the fall after high school graduation and either complete a degree or still enrolled somewhere as of February 2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035,6291.406,3205.842,3375.098,5031.104,40686.48,4035.01,10313.29,9748.787,4864.225,5947.315,3376.852,7733.498,5230.747,9882.226,4963.382,5771.818,2084.369,7154.647,6609.496,2818.782,3887.121,3978.547,6132.877,3284.204,7216.019,8925.717,8912.678,6813.551,15855.28,9752.177,4432.385,8225.491,21450.78,7535.555,6541.165,7874.636,6262.317,3684.605,9216.457,2943.701,2117.171,12465.34,5454.37,5064.845,13548.05,3281.781,20360.12,5874.971,5199.907,19644.94,3373.147,7294.191,10115.17,2555.982,713.2729,5339.166,6018.021,4878.56,6879.285,7083.256,3619.57,3798.573,8345.131
2034,6200.947,3277.97,3491.758,5222.461,41914.18,4122.071,10123.82,10134.27,4815.821,5584.795,3734.756,8768.624,5280.427,9577.282,5012.503,6175.515,2284.356,7747.002,6971.013,3133.296,3630.226,4067.25,6187.415,3326.849,7434.541,8952.043,9274.514,6682.255,17142.56,11026.88,4200.241,8839.236,21461.2,7844.726,7130.111,7959.15,6136.604,4016.647,10568.74,3119.046,2159.902,12364.13,5553.415,5002.304,13321.09,3239.584,23391.09,6236.724,5158.979,21893.52,3316.843,7495.157,10411.15,2488.023,424.5009,5309.625,6050.43,5708.086,6936.137,7555.314,3861.582,3806.961,8099.248
2033,6208.424,3242.515,3564.406,5056.799,46547.54,3972.844,10881.27,10142.62,4933.822,5801.079,3798.58,8814.235,5187.081,9586.405,5472.589,6699.114,2628.588,7594.666,7259.5,3365.137,3701.825,4233.21,6426.229,3439.44,7590.689,8818.598,8663.122,6366.473,18199.21,10141.44,4491.554,9082.746,22087.23,7588.142,6805.814,7588.335,5641.851,3687.886,10077.45,2956.92,1959.649,13156.48,5544.877,5222.08,14454.66,3160.236,24114.12,6085.777,5608.441,22415.38,3246.669,8087.167,10403.01,2102.437,723.437,5392.666,6277.583,5396.86,6642.468,6700.971,3541.816,3826.208,8170.559
2032,6953.224,3218.711,4026.453,5547.829,44220.97,4569.602,10971.43,9764.318,4861.428,6192.96,3914.096,8988.749,4835.174,10218.74,5675.396,7471.028,2636.611,7966.499,7068.371,3526.842,3997.829,3927.394,6314.908,3662.678,8226.716,9146.352,9624.613,6115.992,18579.4,10985.85,4291.088,9418.946,23015.48,7458.561,6756.874,7736.604,5683.051,3835.867,10840.72,3026.022,1917.486,13542.76,5430.157,4892.843,13420.1,3661.22,24744.35,5996.13,5265.043,24057.73,3321.313,8254.449,10755.37,2424.113,730.0653,5580.924,6441.035,6227.414,7802.583,8068.81,3603.463,3781.3,7881.75
2031,6647.896,3303.214,3654.341,5343.127,45428.1,4547.324,10699.9,9310.065,4890.278,6052.768,3761.844,8247.933,5509.222,9903.752,5956.977,7606.994,2292.054,8072.33,7325.979,3372.67,4413.571,4630.346,6278.993,3461.564,7852.477,8515.938,9717.486,6726.947,19390.89,11058.09,4417.202,8941.584,23759.12,7798.735,6953.139,7572.328,5841.24,3620.412,10130.71,3061.547,2348.408,13526.28,5221.919,4991.256,12800.18,3660.646,25297.2,5811.782,5311.727,23925.02,3084.769,7642.458,10824.39,2536.212,706.5046,6263.785,6465.543,6877.623,7396.62,7652.711,4151.435,3539.241,7993.025
